"","Gene","SLE004","SLE005","SLE006","SLE007","SLE008"
"11530","CTC-313D10.1",0,0,0,0,0
"11531","CTC-320C6.1",0,0,0,0,0
"11532","CTC-321K16.1",0,0,0,0,0
"11533","CTC-321K16.4",0,0,0,0,0
"11534","CTC-325H20.4",3,2,5,5,3
"11535","CTC-325H20.7",1,0,0,0,0
"11536","CTC-325H20.8",1,0,0,0,0
"11537","CTC-325J23.2",1,0,0,0,0
"11538","CTC-326K19.6",0,0,0,0,0
"11539","CTC-327F10.1",0,0,0,0,0
"11540","CTC-327F10.4",0,0,0,0,0
"11541","CTC-327F10.5",0,0,0,0,0
"11542","CTC-329D1.2",3,1,4,8,5
"11543","CTC-329D1.3",0,0,0,0,0
"11544","CTC-329H14.1",1,4,0,3,7
"11545","CTC-332L22.1",0,1,1,1,0
"11546","CTC-336P14.1",2,0,1,0,0
"11547","CTC-338M12.1",2,0,0,1,0
"11548","CTC-338M12.13",1,0,0,0,0
"11549","CTC-338M12.2",0,2,0,0,0
"11550","CTC-338M12.4",14,7,6,5,7
"11551","CTC-338M12.5",0,2,0,0,3
"11552","CTC-338M12.6",1,0,0,0,0
"11553","CTC-338M12.7",0,0,0,0,0
"11554","CTC-338M12.9",0,0,0,0,0
"11555","CTC-339D2.1",0,0,0,0,0
"11556","CTC-339F2.2",0,0,0,0,1
"11557","CTC-339O9.1",0,0,0,1,0
"11558","CTC-339O9.2",0,0,0,0,0
"11559","CTC-340A15.1",0,0,0,0,0
"11560","CTC-340A15.2",0,0,0,0,0
"11561","CTC-340D7.1",0,0,0,0,0
"11562","CTC-340I23.2",0,0,0,0,0
"11563","CTC-343N3.1",7,2,2,1,0
"11564","CTC-344H19.4",0,0,0,0,0
"11565","CTC-344H19.6",0,0,0,0,0
"11566","CTC-345K18.2",0,0,0,0,0
"11567","CTC-347C20.1",0,0,0,0,0
"11568","CTC-347C20.2",0,0,0,0,0
"11569","CTC-348L5.1",0,0,0,0,0
"11570","CTC-350I8.1",0,1,0,0,0
"11571","CTC-351M12.1",0,4,2,1,0
"11572","CTC-353G13.1",0,0,0,0,0
"11573","CTC-359D24.3",1,2,0,1,0
"11574","CTC-359M8.1",0,0,0,0,0
"11575","CTC-359M8.3",0,0,0,0,0
"11576","CTC-360G5.6",3,0,4,0,0
"11577","CTC-360G5.8",0,0,0,0,0
"11578","CTC-360G5.9",1,0,0,0,0
"11579","CTC-360J11.4",0,0,1,0,0
"11580","CTC-360J11.5",0,0,0,0,0
"11581","CTC-360J11.6",0,0,0,0,0
"11582","CTC-360J11.7",0,0,0,0,0
"11583","CTC-360P9.1",0,0,0,0,0
"11584","CTC-360P9.2",0,0,0,0,0
"11585","CTC-360P9.4",0,0,0,0,0
"11586","CTC-360P9.5",0,0,0,0,0
"11587","CTC-366B18.2",0,0,0,0,0
"11588","CTC-366B18.4",1,3,3,3,0
"11589","CTC-367F4.1",0,0,0,0,0
"11590","CTC-367J11.1",0,0,0,0,0
"11591","CTC-369A16.2",0,0,0,0,0
"11592","CTC-369M3.1",0,0,0,0,0
"11593","CTC-370J7.1",0,0,0,0,0
"11594","CTC-378H22.1",24,10,17,15,19
"11595","CTC-378H22.2",47,29,22,22,47
"11596","CTC-379B2.4",0,0,0,0,0
"11597","CTC-384G19.1",1,0,0,0,0
"11598","CTC-391G2.1",0,0,0,0,0
"11599","CTC-394G3.1",0,0,0,0,0
"11600","CTC-394G3.2",0,0,0,0,0
"11601","CTC-398G3.1",1,0,0,0,0
"11602","CTC-398G3.2",2,2,0,6,2
"11603","CTC-398G3.6",0,0,0,0,0
"11604","CTC-400I9.1",0,0,0,0,0
"11605","CTC-400I9.2",0,0,0,0,0
"11606","CTC-400I9.3",0,0,0,0,0
"11607","CTC-412M14.5",1,0,1,1,0
"11608","CTC-412M14.6",0,0,0,0,0
"11609","CTC-420A11.2",0,0,0,0,0
"11610","CTC-421K24.1",1,0,0,0,0
"11611","CTC-422A18.1",0,0,0,0,0
"11612","CTC-422A18.2",0,0,0,0,0
"11613","CTC-425F1.4",0,0,0,0,0
"11614","CTC-425K20.1",0,0,0,0,0
"11615","CTC-425O23.2",5,0,1,2,2
"11616","CTC-425O23.5",44,9,16,10,4
"11617","CTC-428G20.1",1,0,2,2,0
"11618","CTC-428G20.2",0,0,1,0,0
"11619","CTC-428G20.6",0,1,1,2,3
"11620","CTC-428H11.2",3,4,1,2,0
"11621","CTC-429L19.3",1,0,3,1,0
"11622","CTC-429P9.1",14,4,6,3,0
"11623","CTC-429P9.2",23,8,14,9,9
"11624","CTC-429P9.3",54,25,30,30,23
"11625","CTC-429P9.4",1,0,0,0,0
"11626","CTC-429P9.5",14,5,14,4,0
"11627","CTC-430J12.2",0,0,0,0,0
"11628","CTC-431G16.2",0,0,0,0,0
"11629","CTC-431G16.3",0,0,0,0,0
"11630","CTC-432M15.3",0,0,0,0,0
"11631","CTC-435M10.10",0,0,0,0,0
"11632","CTC-435M10.12",1,2,1,5,1
"11633","CTC-435M10.3",1,0,0,0,0
"11634","CTC-435M10.6",0,0,0,0,0
"11635","CTC-436K13.1",0,0,0,0,0
"11636","CTC-436K13.2",0,0,0,0,0
"11637","CTC-436K13.3",0,0,0,0,0
"11638","CTC-436K13.4",0,0,0,0,0
"11639","CTC-436K13.5",0,0,0,0,0
"11640","CTC-436K13.6",0,0,0,0,0
"11641","CTC-436P18.1",0,0,0,0,0
"11642","CTC-436P18.3",0,0,0,1,0
"11643","CTC-436P18.4",0,0,0,0,0
"11644","CTC-436P18.5",0,0,0,0,0
"11645","CTC-439O9.1",1,0,0,0,0
"11646","CTC-439O9.3",0,0,0,0,0
"11647","CTC-441N14.1",0,0,0,0,0
"11648","CTC-441N14.2",0,0,0,0,0
"11649","CTC-441N14.4",0,0,0,0,0
"11650","CTC-444N24.11",98,57,46,41,39
"11651","CTC-444N24.13",1,0,0,0,0
"11652","CTC-444N24.6",2,2,2,3,2
"11653","CTC-444N24.7",4,2,1,1,0
"11654","CTC-444N24.8",21,8,17,7,11
"11655","CTC-444N24.9",0,0,0,0,0
"11656","CTC-447K7.1",0,0,0,0,0
"11657","CTC-448D22.1",0,0,0,0,0
"11658","CTC-448F2.3",1,4,1,1,0
"11659","CTC-448F2.4",1,0,0,0,0
"11660","CTC-448F2.6",7,0,0,0,1
"11661","CTC-448F2.7",0,0,0,0,0
"11662","CTC-450M9.1",1,0,0,0,0
"11663","CTC-451A6.5",0,0,0,0,0
"11664","CTC-451P13.1",1,1,3,1,1
"11665","CTC-453G23.4",0,0,0,0,0
"11666","CTC-453G23.5",4,0,0,0,0
"11667","CTC-453G23.7",2,0,2,1,0
"11668","CTC-453G23.8",5,2,1,2,0
"11669","CTC-454I21.3",1,0,0,0,0
"11670","CTC-454I21.4",2,0,0,0,0
"11671","CTC-455F18.1",0,0,0,0,0
"11672","CTC-455F18.3",0,0,0,0,0
"11673","CTC-457E21.1",0,0,0,0,0
"11674","CTC-457E21.10",0,0,0,0,0
"11675","CTC-457E21.4",0,0,0,0,0
"11676","CTC-457E21.5",0,0,0,0,0
"11677","CTC-457E21.6",0,0,0,0,0
"11678","CTC-457E21.7",0,0,0,0,0
"11679","CTC-457E21.9",0,0,0,0,0
"11680","CTC-457L16.1",5,3,2,4,2
"11681","CTC-457L16.2",0,0,0,0,0
"11682","CTC-458A3.1",0,0,1,0,0
"11683","CTC-458G6.2",0,0,0,0,0
"11684","CTC-458G6.4",0,0,0,0,0
"11685","CTC-458I2.2",1,0,1,0,0
"11686","CTC-459F4.1",9,1,4,5,6
"11687","CTC-459F4.3",25,20,17,6,17
"11688","CTC-459F4.5",0,0,0,0,0
"11689","CTC-459F4.6",0,0,1,0,0
"11690","CTC-459F4.7",0,0,0,0,0
"11691","CTC-459F4.8",0,0,0,0,0
"11692","CTC-459F4.9",5,0,3,1,2
"11693","CTC-459M5.1",0,0,0,0,0
"11694","CTC-459M5.2",0,0,0,0,0
"11695","CTC-461F20.1",1,1,0,0,0
"11696","CTC-461H2.2",0,0,0,0,0
"11697","CTC-461H2.3",0,0,0,0,0
"11698","CTC-463A16.1",10,6,7,8,2
"11699","CTC-463N11.1",0,0,0,0,0
"11700","CTC-465D4.1",0,0,0,0,0
"11701","CTC-467M3.1",0,0,0,0,0
"11702","CTC-467M3.2",0,0,0,0,0
"11703","CTC-467M3.3",0,0,0,0,0
"11704","CTC-470C15.1",0,0,0,0,0
"11705","CTC-470E21.1",0,0,0,0,0
"11706","CTC-471C19.1",0,0,0,0,0
"11707","CTC-471C19.2",0,0,0,0,0
"11708","CTC-471F3.5",3,5,4,6,1
"11709","CTC-471J1.10",0,0,0,0,0
"11710","CTC-471J1.11",0,2,2,0,1
"11711","CTC-471J1.2",7,0,4,5,2
"11712","CTC-471J1.8",0,0,0,0,0
"11713","CTC-471J1.9",1,0,0,0,0
"11714","CTC-472C24.1",0,0,0,0,0
"11715","CTC-479C5.10",9,4,2,6,7
"11716","CTC-479C5.11",0,0,0,0,1
"11717","CTC-479C5.12",82,47,54,39,30
"11718","CTC-479C5.6",0,0,0,0,0
"11719","CTC-480C2.1",0,0,0,0,0
"11720","CTC-482H14.5",0,0,0,0,0
"11721","CTC-484M2.1",1,7,2,5,4
"11722","CTC-484P3.3",0,0,0,0,0
"11723","CTC-487M23.5",11,3,5,3,6
"11724","CTC-487M23.6",4,6,7,5,0
"11725","CTC-487M23.7",0,0,0,0,4
"11726","CTC-487M23.8",1,0,0,0,0
"11727","CTC-490E21.10",6,0,4,0,2
"11728","CTC-490E21.11",9,4,0,4,2
"11729","CTC-490E21.12",0,0,0,0,0
"11730","CTC-490E21.13",0,0,0,0,0
"11731","CTC-490E21.14",5,2,1,2,1
"11732","CTC-490G23.2",1,43,15,20,2
"11733","CTC-490G23.4",0,0,0,0,0
"11734","CTC-490G23.6",0,0,0,0,0
"11735","CTC-492K19.4",3,0,2,0,0
"11736","CTC-492K19.7",0,0,1,0,0
"11737","CTC-493L21.1",0,0,0,0,0
"11738","CTC-493L21.2",0,0,0,0,0
"11739","CTC-493P15.2",0,0,0,0,0
"11740","CTC-497E21.3",0,0,0,0,0
"11741","CTC-497E21.5",0,0,0,0,0
"11742","CTC-498J12.1",0,0,0,0,0
"11743","CTC-498J12.3",1,0,1,0,0
"11744","CTC-498M16.2",0,0,0,0,0
"11745","CTC-498M16.3",0,0,0,0,0
"11746","CTC-498M16.4",0,0,0,0,0
"11747","CTC-499B15.1",0,0,0,0,0
"11748","CTC-499B15.5",0,0,0,1,0
"11749","CTC-499B15.6",0,0,0,0,0
"11750","CTC-499B15.7",0,0,1,0,0
"11751","CTC-499B15.8",0,0,0,0,0
"11752","CTC-499J9.1",0,0,0,0,0
"11753","CTC-501O10.1",0,0,0,0,0
"11754","CTC-503J8.2",0,0,0,0,0
"11755","CTC-503J8.4",0,0,0,0,0
"11756","CTC-503J8.8",1,0,0,0,0
"11757","CTC-503K11.2",0,0,0,0,0
"11758","CTC-505O3.1",0,0,1,0,0
"11759","CTC-505O3.2",0,0,0,0,0
"11760","CTC-505O3.3",0,0,0,0,0
"11761","CTC-506B8.1",0,0,1,1,0
"11762","CTC-507E12.1",0,0,0,0,0
"11763","CTC-507E2.2",0,0,0,1,0
"11764","CTC-508F8.1",0,0,0,1,0
"11765","CTC-510F12.2",10,8,2,7,5
"11766","CTC-510F12.3",0,1,0,0,0
"11767","CTC-510F12.4",124,102,145,71,42
"11768","CTC-510F12.6",0,0,0,0,0
"11769","CTC-510F12.7",0,0,0,1,0
"11770","CTC-512J12.4",0,0,0,0,0
"11771","CTC-512J12.6",0,0,0,0,0
"11772","CTC-512J12.7",0,0,0,1,2
"11773","CTC-512J14.1",2,0,0,0,2
"11774","CTC-512J14.5",0,1,0,0,0
"11775","CTC-512J14.7",0,0,0,1,0
"11776","CTC-513N18.6",0,0,0,0,0
"11777","CTC-513N18.7",0,0,0,0,0
"11778","CTC-518B2.10",0,0,0,0,0
"11779","CTC-518B2.12",0,0,0,0,0
"11780","CTC-518B2.8",0,0,0,0,0
"11781","CTC-518B2.9",0,0,0,0,0
"11782","CTC-518P12.6",0,0,0,0,0
"11783","CTC-523E23.1",17,13,10,8,5
"11784","CTC-523E23.10",1,0,0,0,0
"11785","CTC-523E23.11",38,19,21,25,18
"11786","CTC-523E23.14",0,0,0,0,0
"11787","CTC-523E23.15",0,0,0,0,0
"11788","CTC-523E23.3",10,13,7,9,4
"11789","CTC-523E23.4",16,5,13,9,2
"11790","CTC-523E23.5",29,20,24,32,12
"11791","CTC-523E23.6",0,0,0,0,0
"11792","CTC-523E23.9",0,0,0,0,0
"11793","CTC-524C5.2",32,21,14,16,20
"11794","CTC-524C5.5",0,0,0,0,0
"11795","CTC-525D6.1",0,0,1,0,0
"11796","CTC-525D6.2",0,0,1,0,0
"11797","CTC-525D6.3",0,0,0,0,0
"11798","CTC-525D6.5",0,0,0,0,0
"11799","CTC-526N19.1",0,0,0,0,0
"11800","CTC-527H23.1",1,0,1,0,0
"11801","CTC-527H23.2",0,1,0,0,2
"11802","CTC-527H23.3",2,3,1,1,1
"11803","CTC-527H23.4",0,0,1,0,0
"11804","CTC-529G1.1",0,0,0,0,0
"11805","CTC-529I10.1",6,0,2,0,0
"11806","CTC-529I10.2",8,0,2,2,1
"11807","CTC-529L17.1",0,0,0,0,0
"11808","CTC-529L17.2",0,0,0,0,0
"11809","CTC-529P8.1",1,2,0,0,5
"11810","CTC-534A2.2",33,14,30,13,7
"11811","CTC-534B23.1",1,0,0,0,0
"11812","CTC-535M15.1",0,0,0,0,0
"11813","CTC-535M15.2",0,0,0,0,0
"11814","CTC-537E7.1",0,0,0,0,0
"11815","CTC-537E7.2",0,0,0,0,0
"11816","CTC-537E7.3",0,1,0,1,2
"11817","CTC-539A10.7",0,0,0,0,0
"11818","CTC-542B22.1",0,0,0,0,0
"11819","CTC-542B22.2",2,7,2,1,3
"11820","CTC-543D15.1",1,0,0,0,0
"11821","CTC-543D15.3",1,0,1,0,0
"11822","CTC-543D15.8",2,3,0,2,0
"11823","CTC-546K23.1",0,0,0,0,0
"11824","CTC-546K23.2",0,0,0,0,0
"11825","CTC-548H10.2",0,0,0,0,0
"11826","CTC-548K16.1",0,0,0,0,0
"11827","CTC-548K16.2",5,3,5,2,1
"11828","CTC-548K16.5",0,0,0,0,0
"11829","CTC-548K16.6",9,1,2,1,1
"11830","CTC-550B14.1",0,0,0,0,0
"11831","CTC-550B14.10",0,0,0,0,0
"11832","CTC-550B14.6",1,0,0,4,1
"11833","CTC-550B14.7",9,3,4,6,1
"11834","CTC-550M4.1",0,0,0,0,0
"11835","CTC-551A13.1",0,0,0,0,0
"11836","CTC-551A13.2",0,0,0,0,0
"11837","CTC-552D5.1",0,0,0,0,0
"11838","CTC-554D6.1",0,0,0,0,0
"11839","CTC-558O19.1",0,0,0,0,0
"11840","CTC-558O2.1",0,0,0,0,0
"11841","CTC-558O2.2",0,0,0,0,0
"11842","CTC-559E9.1",7,8,7,3,7
"11843","CTC-559E9.12",0,0,0,1,0
"11844","CTC-559E9.13",0,0,0,0,0
"11845","CTC-559E9.2",0,0,0,0,0
"11846","CTC-559E9.4",0,0,0,0,0
"11847","CTC-559E9.5",34,21,16,12,2
"11848","CTC-559E9.6",7,5,4,6,3
"11849","CTC-559E9.8",1,2,5,2,1
"11850","CTC-559E9.9",0,0,0,0,0
"11851","CTC-563A5.2",1,2,0,0,0
"11852","CTC-563A5.4",1,0,1,0,0
"11853","CTC-564N23.2",0,0,0,0,0
"11854","CTC-565M22.1",0,0,0,0,0
"11855","CTC-571O20.1",0,0,0,0,0
"11856","CTC-573M9.1",0,0,0,0,0
"11857","CTC-573N18.1",0,0,0,0,0
"11858","CTC-575C13.3",0,0,0,0,0
"11859","CTC-575C13.4",0,0,0,0,0
"11860","CTC-575D19.1",2,2,0,1,4
"11861","CTC-575I10.1",0,0,0,0,0
"11862","CTC-575N7.1",0,0,0,0,0
"11863","CTC-661I16.2",0,0,0,0,0
"11864","CTC-756D1.1",0,0,0,0,0
"11865","CTC-756D1.2",1,1,0,0,0
"11866","CTC-756D1.3",5,3,4,1,5
"11867","CTC-774J1.1",0,0,0,0,0
"11868","CTC-786C10.1",0,0,0,0,0
"11869","CTC-788C1.2",0,0,0,0,0
"11870","CTC-806A22.1",0,0,0,0,0
"11871","CTC-830E23.1",0,0,0,0,0
"11872","CTC1",918,555,382,602,349
"11873","CTCF",548,320,452,339,269
"11874","CTCFL",0,0,0,0,0
"11875","CTD-2001C12.1",0,0,0,0,0
"11876","CTD-2001E22.1",0,0,0,0,0
"11877","CTD-2001J20.1",0,0,0,0,0
"11878","CTD-2002H8.2",26,9,4,6,3
"11879","CTD-2002J20.1",0,0,0,0,0
"11880","CTD-2003C8.2",0,0,0,0,0
"11881","CTD-2004A9.1",0,0,0,0,0
"11882","CTD-2005D20.1",0,0,0,0,0
"11883","CTD-2005H7.1",0,0,0,0,0
"11884","CTD-2005H7.2",0,0,0,0,0
"11885","CTD-2006C1.10",0,0,0,0,0
"11886","CTD-2006C1.12",1,2,3,0,1
"11887","CTD-2006C1.13",2,1,2,0,0
"11888","CTD-2006C1.2",32,9,15,13,15
"11889","CTD-2006H14.2",10,3,4,5,5
"11890","CTD-2006K23.1",106,31,13,48,97
"11891","CTD-2006K23.2",2,0,2,0,0
"11892","CTD-2006M22.2",0,0,0,0,0
"11893","CTD-2006O16.2",0,0,0,0,0
"11894","CTD-2007A10.1",0,0,0,0,0
"11895","CTD-2007F2.1",0,0,0,0,0
"11896","CTD-2007H13.1",1,0,0,0,0
"11897","CTD-2007H13.3",2,5,1,3,0
"11898","CTD-2007H18.1",0,0,0,0,0
"11899","CTD-2007L18.5",1,1,1,0,0
"11900","CTD-2008A1.1",0,0,0,0,0
"11901","CTD-2008A1.3",0,0,0,0,0
"11902","CTD-2008E3.1",3,0,0,0,0
"11903","CTD-2008L17.1",0,0,0,0,0
"11904","CTD-2008L17.2",0,0,0,0,0
"11905","CTD-2008N3.1",0,0,0,0,0
"11906","CTD-2008O4.1",0,0,0,0,0
"11907","CTD-2008P7.1",0,0,0,0,0
"11908","CTD-2008P7.10",0,0,0,0,0
"11909","CTD-2008P7.3",0,0,0,0,0
"11910","CTD-2008P7.5",0,0,0,0,0
"11911","CTD-2008P7.6",0,0,0,0,0
"11912","CTD-2008P7.7",0,0,0,0,0
"11913","CTD-2008P7.8",0,0,0,0,0
"11914","CTD-2008P7.9",0,0,0,0,0
"11915","CTD-2009A10.1",0,0,0,0,0
"11916","CTD-2010I16.1",7,4,4,6,2
"11917","CTD-2010I22.2",0,0,0,0,0
"11918","CTD-2011F17.2",1,0,1,0,0
"11919","CTD-2011G17.1",0,0,0,0,0
"11920","CTD-2012B7.1",0,0,0,0,0
"11921","CTD-2012I17.1",0,0,0,0,0
"11922","CTD-2012J19.1",0,0,0,1,0
"11923","CTD-2012J19.2",0,0,0,0,0
"11924","CTD-2012J19.3",1,3,2,1,1
"11925","CTD-2012K14.2",0,0,0,0,0
"11926","CTD-2012K14.3",0,0,0,0,0
"11927","CTD-2012K14.4",0,0,0,0,0
"11928","CTD-2012K14.5",5,5,2,0,0
"11929","CTD-2012K14.6",2,1,0,2,2
"11930","CTD-2012K14.7",0,2,2,0,0
"11931","CTD-2012K14.8",2,0,0,0,1
"11932","CTD-2012M11.3",0,0,0,0,0
"11933","CTD-2013M15.1",0,0,0,0,0
"11934","CTD-2013N17.1",1,1,0,1,1
"11935","CTD-2013N17.4",1,1,0,0,0
"11936","CTD-2013N17.6",42,31,8,16,15
"11937","CTD-2013N17.7",1,1,0,0,0
"11938","CTD-2013N24.2",6,0,7,5,4
"11939","CTD-2014B16.1",0,0,0,0,1
"11940","CTD-2014B16.2",2,0,0,0,0
"11941","CTD-2014B16.3",0,0,0,0,0
"11942","CTD-2014B16.5",0,0,0,0,0
"11943","CTD-2014D20.1",0,0,0,0,0
"11944","CTD-2014E2.2",0,0,0,0,0
"11945","CTD-2014E2.6",0,0,0,0,0
"11946","CTD-2014E2.7",0,0,0,0,0
"11947","CTD-2014N11.1",0,0,0,0,0
"11948","CTD-2014N11.2",0,0,0,0,0
"11949","CTD-2014N11.3",0,0,1,0,0
"11950","CTD-2015A6.1",0,0,0,0,0
"11951","CTD-2015A6.2",0,0,0,0,0
"11952","CTD-2015B23.2",1,1,0,1,0
"11953","CTD-2015C24.1",0,0,0,0,0
"11954","CTD-2015G9.1",0,0,0,0,0
"11955","CTD-2015G9.2",0,0,0,0,0
"11956","CTD-2015H3.1",0,0,0,0,0
"11957","CTD-2015H3.2",0,0,0,0,0
"11958","CTD-2015H6.2",0,0,0,1,0
"11959","CTD-2015H6.3",2,1,1,4,1
"11960","CTD-2016O11.1",0,0,0,0,0
"11961","CTD-2017C7.1",6,2,2,2,0
"11962","CTD-2017C7.2",2,0,1,3,2
"11963","CTD-2017C7.3",0,0,1,0,0
"11964","CTD-2017D11.1",16,7,4,8,7
"11965","CTD-2017D11.2",4,3,2,4,1
"11966","CTD-2017D15.1",0,0,0,0,0
"11967","CTD-2017F17.1",0,0,0,0,0
"11968","CTD-2017F17.2",5,0,2,0,0
"11969","CTD-2019O4.1",0,0,0,0,0
"11970","CTD-2020K17.1",426,280,251,246,202
"11971","CTD-2020K17.3",31,10,7,9,2
"11972","CTD-2020K17.4",0,2,2,1,5
"11973","CTD-2020P22.1",0,0,0,0,0
"11974","CTD-2021A8.2",0,0,4,0,2
"11975","CTD-2021A8.3",0,0,0,0,0
"11976","CTD-2021H9.1",0,0,0,0,0
"11977","CTD-2021H9.2",0,0,0,0,0
"11978","CTD-2021H9.3",0,0,0,0,0
"11979","CTD-2021J15.1",0,0,0,0,0
"11980","CTD-2022H16.1",0,0,0,0,0
"11981","CTD-2022H16.3",1,1,0,1,0
"11982","CTD-2023J5.1",0,0,0,0,0
"11983","CTD-2023M8.1",3,1,1,0,1
"11984","CTD-2023N9.1",0,0,0,0,0
"11985","CTD-2023N9.2",0,0,0,0,0
"11986","CTD-2023N9.3",0,0,0,0,0
"11987","CTD-2024D23.1",0,0,0,0,0
"11988","CTD-2024F21.1",0,0,0,0,0
"11989","CTD-2024I7.1",0,0,1,0,0
"11990","CTD-2024I7.13",4,0,1,0,0
"11991","CTD-2024I7.18",0,0,0,0,0
"11992","CTD-2024P10.1",0,0,0,0,0
"11993","CTD-2024P10.2",0,0,0,0,0
"11994","CTD-2026A21.1",0,0,0,0,0
"11995","CTD-2026D20.2",2,0,0,0,1
"11996","CTD-2026D20.3",5,3,1,4,3
"11997","CTD-2026D23.1",0,0,0,0,0
"11998","CTD-2026G22.1",0,0,0,0,0
"11999","CTD-2026G6.3",0,0,0,0,0
"12000","CTD-2026J24.1",0,0,0,0,0
"12001","CTD-2026K11.1",0,0,0,0,0
"12002","CTD-2026K11.2",0,0,0,0,0
"12003","CTD-2026K11.3",0,0,0,0,0
"12004","CTD-2026K11.4",5,4,3,8,1
"12005","CTD-2026K11.5",4,0,4,0,1
"12006","CTD-2026K11.6",1,1,0,0,0
"12007","CTD-2027G2.1",0,0,0,0,0
"12008","CTD-2027I19.2",2,1,1,0,2
"12009","CTD-2027I19.3",2,0,0,0,1
"12010","CTD-2028E8.1",0,0,0,0,0
"12011","CTD-2028E8.2",0,0,0,0,0
"12012","CTD-2031P19.4",0,0,0,0,0
"12013","CTD-2031P19.5",0,0,0,0,0
"12014","CTD-2033A16.1",0,0,0,0,0
"12015","CTD-2033A16.2",4,2,4,1,1
"12016","CTD-2033A16.3",0,0,0,0,0
"12017","CTD-2033C11.1",1,1,1,1,2
"12018","CTD-2033D15.1",0,0,0,0,0
"12019","CTD-2033D15.2",0,0,0,0,0
"12020","CTD-2033D15.3",0,0,0,0,0
"12021","CTD-2033D24.2",1,0,0,0,0
"12022","CTD-2034I21.1",0,0,0,0,0
"12023","CTD-2034I21.2",0,0,0,0,0
"12024","CTD-2034I4.1",0,0,0,0,0
"12025","CTD-2034I4.2",0,0,0,0,0
"12026","CTD-2035E11.3",1,1,2,1,0
"12027","CTD-2035E11.4",4,4,2,5,1
"12028","CTD-2035E11.5",8,9,8,2,6
"12029","CTD-2036A18.2",0,0,0,0,0
"12030","CTD-2036A2.1",0,0,0,0,0
"12031","CTD-2036J7.1",0,0,0,0,0
"12032","CTD-2036P10.3",0,0,0,0,0
"12033","CTD-2036P10.5",0,0,0,0,0
"12034","CTD-2036P10.6",3,3,1,1,2
"12035","CTD-2037K23.1",0,0,0,0,0
"12036","CTD-2037L6.2",0,0,0,0,0
"12037","CTD-2043I16.1",0,0,0,0,0
"12038","CTD-2044J15.1",3,0,0,0,0
"12039","CTD-2045M21.1",0,0,0,0,0
"12040","CTD-2046I8.1",0,0,0,0,0
"12041","CTD-2046J7.1",0,0,0,0,0
"12042","CTD-2047H16.2",9,0,1,0,1
"12043","CTD-2047H16.3",13,0,3,0,0
"12044","CTD-2047H16.4",88,4,20,3,4
"12045","CTD-2047H16.5",0,0,1,0,0
"12046","CTD-2049O17.1",0,0,0,0,0
"12047","CTD-2049O4.1",0,0,0,0,0
"12048","CTD-2049O4.2",0,0,0,0,0
"12049","CTD-2050B12.1",0,0,0,0,0
"12050","CTD-2050E21.1",0,0,0,0,0
"12051","CTD-2050E21.2",0,0,0,0,0
"12052","CTD-2050I18.1",0,0,0,0,0
"12053","CTD-2050I18.2",0,0,0,0,0
"12054","CTD-2050N2.1",0,0,0,0,0
"12055","CTD-2054H24.1",0,0,0,0,0
"12056","CTD-2054N24.1",0,0,0,0,0
"12057","CTD-2054N24.2",8,5,3,0,2
"12058","CTD-2055G21.1",0,0,0,0,0
"12059","CTD-2057D4.2",0,0,0,0,0
"12060","CTD-2057J6.1",0,0,0,0,0
"12061","CTD-2057J6.2",0,0,0,0,0
"12062","CTD-2058B24.2",0,0,0,0,0
"12063","CTD-2058B24.3",0,0,0,0,0
"12064","CTD-2060C23.1",0,0,0,1,0
"12065","CTD-2060F24.1",0,0,0,1,0
"12066","CTD-2060L22.1",0,0,0,0,0
"12067","CTD-2061E19.1",0,4,2,1,2
"12068","CTD-2061E19.6",0,0,0,0,0
"12069","CTD-2061E9.1",0,0,0,0,0
"12070","CTD-2062A1.2",1,0,0,0,0
"12071","CTD-2062F14.2",1,0,0,0,0
"12072","CTD-2062F14.3",0,0,0,0,0
"12073","CTD-2062O1.1",0,0,0,0,0
"12074","CTD-2063L20.1",0,0,0,0,1
"12075","CTD-2066L21.1",0,0,0,0,0
"12076","CTD-2066L21.2",0,0,0,0,0
"12077","CTD-2066L21.3",0,0,0,0,0
"12078","CTD-2071N1.1",0,0,0,0,0
"12079","CTD-2071N1.2",0,0,0,0,0
"12080","CTD-2072I24.1",0,0,0,0,0
"12081","CTD-2073O6.1",1,0,2,0,0
"12082","CTD-2074D8.1",0,0,0,0,0
"12083","CTD-2076M15.1",0,0,0,0,0
"12084","CTD-2078B5.2",0,0,0,0,0
"12085","CTD-2081C10.1",0,0,0,0,0
"12086","CTD-2081C10.5",0,0,0,0,0
"12087","CTD-2081C10.7",3,0,0,1,0
"12088","CTD-2083E4.4",2,1,4,0,3
"12089","CTD-2083E4.5",3,0,0,1,0
"12090","CTD-2083E4.6",0,0,1,0,0
"12091","CTD-2083E4.7",0,1,0,0,0
"12092","CTD-2085J24.3",0,0,0,0,0
"12093","CTD-2085J24.5",0,0,0,0,0
"12094","CTD-2086L14.1",0,0,0,0,0
"12095","CTD-2086O20.1",0,0,0,0,0
"12096","CTD-2089N3.1",0,0,0,0,0
"12097","CTD-2089N3.2",0,0,0,0,0
"12098","CTD-2089N3.3",0,0,0,0,0
"12099","CTD-2089O24.2",0,0,0,0,0
"12100","CTD-2090I13.1",0,0,0,0,0
"12101","CTD-2090I13.3",0,0,0,0,0
"12102","CTD-2091N23.1",0,0,0,0,0
